student_id,hs_gpa_unweighted,hs_gpa_weighted,class_rank_percentile,ap_courses_count
S201400043,3.02,3.18,36,3
S201400044,2.86,3.17,45,4
S201400045,3.04,3.2,36,3
S201400046,3.68,3.94,36,6
S201400047,3.01,3.11,33,1
S201400048,2.07,2.17,63,5
S201400049,4.0,3.97,31,3
S201400050,3.3,3.42,34,5
S201400051,3.23,3.32,40,2
S201400052,2.23,2.35,54,3
S201400053,3.34,3.54,31,4
S201400054,3.66,3.77,11,4
S201400055,2.29,2.4,60,4
S201400056,3.22,3.56,40,4
S201400057,3.2,3.43,42,7
S201400058,2.77,2.92,46,0
S201400059,3.35,3.45,28,0
S201400060,2.42,2.62,49,0
S201400061,4.0,4.27,18,0
S201400062,2.6,2.51,59,0
S201400063,2.28,2.24,49,4
S201400064,3.16,3.14,40,2
S201400065,3.81,3.96,21,8
S201400066,2.75,2.81,31,0
S201400067,3.59,3.49,30,4
S201400068,2.89,3.06,54,5
S201400069,3.62,3.8,13,4
S201400070,2.59,2.7,40,4
S201400071,3.41,3.55,40,4
S201400072,3.1,3.34,34,4
S201400073,3.19,3.3,38,0
S201400074,3.52,3.68,37,1
S201400075,2.93,2.99,55,0
S201400076,3.45,3.53,30,3
S201400077,2.85,2.96,34,0
S201400078,3.21,3.38,45,1
S201400079,4.0,4.05,13,6
S201400080,3.88,4.07,17,5
S201400081,2.98,3.07,42,6
S201400082,2.85,2.96,39,2
S201400083,2.75,3.0,46,1
S201400084,3.65,3.71,16,6
S201400085,2.73,2.73,37,4
S201400086,3.01,3.31,46,1
S201400087,2.88,3.12,48,0
S201400088,2.92,3.17,56,3
S201400089,2.81,2.74,48,3
S201400090,2.29,2.32,71,8
S201400091,3.27,3.54,24,0
S201400092,2.87,3.06,43,0
S201400093,2.47,2.63,53,0
S201400094,4.0,4.07,30,2
S201400095,2.57,2.49,32,0
S201400096,4.0,4.13,11,1
S201400097,3.8,3.95,20,6
S201400098,3.33,3.52,34,4
S201400099,3.14,3.37,36,3
S201400100,2.9,3.06,38,3
S201400101,1.92,2.06,50,0
S201400102,3.57,3.62,39,1
S201400103,3.2,3.3,40,2
S201400104,3.35,3.52,36,2
S201400105,3.58,3.88,23,3
S201400106,2.61,2.72,41,6
S201400107,3.79,3.97,15,6
S201400108,3.46,3.59,19,1
S201400109,3.96,4.12,10,2
S201400110,3.08,3.37,36,5
S201400111,4.0,4.2,46,0
S201400112,3.23,3.46,30,4
S201400113,3.25,3.48,33,4
S201400114,2.69,2.59,55,3
S201400115,3.01,3.22,44,2
S201400116,2.83,2.98,47,0
S201400117,2.78,2.68,55,4
S201400118,3.09,3.23,36,3
S201400119,2.4,2.47,41,0
S201400120,3.27,3.51,40,7
S201400121,2.99,3.21,44,2
S201400122,3.09,3.29,51,2
S201400123,2.68,2.92,35,3
S201400124,3.71,4.0,34,6
S201400125,2.73,2.97,43,3
S201400126,3.66,3.84,39,4
S201400127,3.01,3.12,31,8
S201400128,3.51,3.65,27,1
S201400129,3.4,3.59,28,4
S201400130,3.18,3.4,45,0
S201400131,3.55,3.87,18,7
S201400132,3.9,4.13,34,3
S201400133,3.11,3.35,41,2
S201400134,2.6,2.91,50,3
S201400135,3.3,3.64,36,4
S201400136,2.13,2.24,72,4
S201400137,4.0,4.06,18,0
S201400138,3.53,3.54,19,4
S201400139,2.99,2.98,37,5
S201400140,3.63,3.71,26,3
S201400141,3.07,3.15,36,1
S201400142,3.4,3.38,28,3
S201400143,2.17,2.3,54,5
S201400144,4.0,4.02,23,1
S201400145,3.43,3.79,35,7
S201400146,3.59,3.69,26,7
S201400147,3.82,3.91,20,6
S201400148,3.62,3.94,22,0
S201400149,2.94,3.22,47,4
S201400150,3.57,3.71,28,0
S201400151,2.94,3.1,35,3
S201400152,3.38,3.41,35,4
S201400153,2.62,2.76,31,0
S201400154,3.17,3.23,26,4
S201400155,3.33,3.55,38,1
S201400156,2.94,3.16,52,0
S201400157,3.41,3.75,18,0
S201400158,2.89,3.08,55,3
S201400159,2.38,2.55,53,0
S201400160,2.76,2.75,41,2
S201400161,3.62,3.75,17,0
S201400162,3.17,3.36,56,5
S201400163,3.24,3.51,24,0
S201400164,3.39,3.48,29,1
S201400165,3.91,3.96,28,3
S201400166,3.5,3.61,28,3
S201400167,3.38,3.39,33,0
S201400168,2.68,2.89,41,8
S201400169,3.28,3.4,32,4
S201400170,3.28,3.43,42,4
S201400171,2.75,2.88,37,3
S201400172,2.46,2.38,61,0
S201400173,2.78,2.96,38,0
S201400174,3.2,3.44,46,3
S201400175,3.77,3.86,22,4
S201400176,2.76,2.95,32,1
S201400177,3.78,4.04,37,1
S201400178,3.85,4.13,15,4
S201400179,3.52,3.75,32,3
S201400180,3.52,3.69,32,3
S201400181,2.98,3.07,33,0
S201400182,2.56,2.74,46,1
S201400183,3.27,3.54,24,1
S201400184,2.66,2.81,51,0
S201400185,2.97,3.12,37,3
S201400186,3.34,3.56,26,2
S201400187,3.88,4.05,24,4
S201400188,3.22,3.4,35,3
S201400189,3.67,3.86,28,5
S201400190,3.0,3.16,43,1
S201400191,3.05,3.17,31,6
S201400192,3.55,3.74,39,7
S201400193,2.5,2.59,46,3
S201400194,3.22,3.37,33,2
S201400195,4.0,4.19,18,3
S201400196,2.95,3.04,48,5
S201400197,3.61,3.58,30,2
S201400198,2.7,2.78,33,2
S201400199,2.39,2.46,60,4
S201400200,2.7,2.83,53,1
S201400201,3.12,3.29,36,3
S201400202,3.46,3.75,26,7
S201400203,3.25,3.17,53,3
S201400204,3.43,3.63,19,3
S201400205,2.97,3.18,43,5
S201400206,2.97,3.22,38,0
S201400207,3.32,3.52,33,0
S201400208,3.64,3.93,20,0
S201400209,2.96,3.22,34,2
S201400210,4.0,4.2,24,0
S201400211,3.5,3.71,24,8
S201400212,3.13,3.19,42,6
S201400213,2.91,3.12,33,4
S201400214,2.19,2.4,62,0
S201400215,3.14,3.27,38,3
S201400216,2.88,3.02,44,4
S201400217,3.56,3.58,35,8
S201400218,3.15,3.19,42,2
S201400219,3.14,3.26,33,0
S201400220,4.0,4.1,21,3
S201400221,3.28,3.39,34,4
S201400222,3.07,3.21,21,1
S201400223,1.95,2.08,53,1
S201400224,3.48,3.6,19,5
S201400225,3.36,3.55,27,1
S201400226,4.0,4.05,12,3
S201400227,4.0,4.05,31,3
S201400228,2.22,2.3,60,2
S201400229,3.04,3.29,45,6
S201400230,3.64,3.62,25,3
S201400231,2.09,2.26,65,2
S201400232,3.29,3.39,29,0
S201400233,3.01,3.33,48,1
S201400234,2.89,2.86,48,2
S201400235,3.2,3.33,25,0
S201400236,2.8,2.86,28,3
S201400237,2.73,3.1,47,4
S201400238,2.87,3.0,45,5
S201400239,4.0,4.06,18,0
S201400240,2.9,2.99,51,0
S201400241,3.34,3.63,37,2
S201400242,3.95,3.97,23,7
S201400243,2.2,2.37,52,0
S201400244,2.37,2.41,50,4
S201400245,3.08,3.23,43,8
S201400246,3.72,3.95,22,6
S201400247,3.71,3.76,28,1
S201400248,2.97,2.97,35,5
S201400249,2.77,2.96,37,0
S201400250,4.0,4.26,21,1
S201400251,3.07,3.35,32,3
S201400252,2.84,3.01,27,1
S201400253,2.7,2.89,29,5
S201400254,3.12,3.13,33,0
S201400255,3.35,3.55,34,1
S201400256,2.98,3.15,46,0
S201400257,2.99,3.19,40,1
S201400258,3.24,3.54,42,7
S201400259,2.74,2.91,43,6
S201400260,3.44,3.38,19,5
S201400261,3.6,3.78,18,0
S201400262,2.64,2.79,44,1
S201400263,3.02,3.48,50,2
S201400264,3.15,3.12,39,6
S201400265,2.92,3.13,35,3
S201400266,2.93,3.21,35,6
S201400267,2.54,2.65,55,8
S201400268,4.0,4.02,17,1
S201400269,3.3,3.39,37,4
S201400270,3.5,3.59,27,0
S201400271,3.54,3.74,25,3
S201400272,2.9,3.13,34,5
S201400273,3.75,3.83,22,0
S201400274,3.83,3.97,40,3
S201400275,3.78,3.93,23,0
S201400276,3.01,2.99,27,6
S201400277,2.8,2.86,47,1
S201400278,3.38,3.66,29,5
S201400279,3.41,3.47,40,1
S201400280,3.69,3.84,24,0
S201400281,3.29,3.39,19,2
S201400282,3.34,3.24,30,0
S201400283,3.5,3.67,30,2
S201400284,2.56,2.8,54,8
S201400285,3.3,3.59,30,1
S201400286,3.64,3.65,20,7
S201400287,3.61,3.65,26,6
S201400288,2.59,2.69,33,0
S201400289,2.94,2.98,44,3
S201400290,3.54,3.8,19,4
S201400291,2.75,2.8,45,0
S201400292,3.86,4.18,7,4
S201400293,3.72,3.75,35,1
S201400294,2.79,2.91,51,0
S201400295,4.0,3.95,23,0
S201400296,3.22,3.34,34,3
S201400297,2.78,2.97,51,0
S201400298,3.19,3.45,41,0
S201400299,2.86,3.17,42,8
S201400300,3.06,3.22,35,5
S201400301,3.63,3.79,13,2
S201400302,3.77,3.86,22,6
S201400303,3.34,3.57,36,4
S201400304,2.7,2.77,31,5
S201400305,2.84,3.13,48,1
S201400306,3.05,3.17,35,0
S201400307,2.85,3.02,50,3
S201400308,3.08,3.25,41,0
S201400309,2.5,2.75,65,3
S201400310,2.84,3.06,47,0
S201400311,2.95,3.04,32,4
S201400312,3.39,3.53,37,0
S201400313,2.06,2.3,71,4
S201400314,2.62,2.77,36,3
S201400315,2.68,2.76,34,1
S201400316,2.46,2.72,47,2
S201400317,3.52,3.65,23,6
S201400318,3.26,3.54,30,3
S201400319,3.02,3.17,33,6
S201400320,3.39,3.49,33,4
S201400321,2.8,2.87,45,1
S201400322,3.75,3.8,24,2
S201400323,2.66,2.94,37,6
S201400324,2.9,3.04,38,1
S201400325,3.67,3.73,34,1
S201400326,3.37,3.48,20,2
S201400327,4.0,4.1,17,5
S201400328,3.13,3.31,25,7
S201400329,2.86,3.07,35,6
S201400330,3.8,4.17,15,5
S201400331,3.35,3.53,37,1
S201400332,2.66,2.79,44,0
S201400333,3.47,3.6,29,2
S201400334,3.41,3.64,35,0
S201400335,2.92,2.98,36,1
S201400336,3.27,3.31,30,3
S201400337,3.56,3.6,25,5
S201400338,3.75,3.85,11,2
S201400339,3.08,3.35,34,1
S201400340,3.83,4.02,32,6
S201400341,3.23,3.38,35,7
S201400342,3.3,3.37,27,0
S201400343,3.53,3.58,38,3
S201400344,4.0,4.14,22,3
S201400345,3.45,3.79,22,2
S201400346,2.45,2.68,45,0
S201400347,3.44,3.59,31,0
S201400348,3.63,3.69,13,4
S201400349,3.2,3.45,40,0
S201400350,3.35,3.4,37,0
S201400351,2.49,2.66,46,6
S201400352,2.92,3.1,41,6
S201400353,3.21,3.18,32,4
S201400354,2.99,3.18,32,1
S201400355,3.18,3.21,30,0
S201400356,2.29,2.35,46,5
S201400357,2.38,2.55,61,3
S201400358,3.86,3.86,19,1
S201400359,3.02,3.16,39,4
S201400360,2.26,2.43,52,2
S201400361,3.59,3.62,32,1
S201400362,3.01,3.22,33,1
S201400363,1.81,1.95,63,3
S201400364,3.54,3.85,25,1
S201400365,2.63,2.59,46,3
S201400366,2.4,2.56,57,4
S201400367,4.0,4.2,18,3
S201400368,4.0,4.18,18,8
S201400369,3.99,4.18,21,6
S201400370,2.56,2.54,51,0
S201400371,4.0,4.17,26,4
S201400372,3.78,3.84,34,2
S201400373,3.08,3.14,46,3
S201400374,3.39,3.38,29,1
S201400375,3.33,3.31,34,4
S201400376,3.23,3.36,32,0
S201400377,3.66,3.81,32,6
S201400378,4.0,3.95,33,6
S201400379,3.2,3.17,31,3
S201400380,3.19,3.34,47,2
S201400381,3.71,3.99,23,4
S201400382,4.0,4.15,23,1
S201400383,2.98,3.17,44,2
S201400384,3.22,3.22,34,2
S201400385,3.25,3.37,40,5
S201400386,2.36,2.62,49,3
S201400387,3.19,3.38,41,4
S201400388,2.51,2.45,43,3
S201400389,3.01,3.13,38,2
S201400390,3.11,3.14,26,6
S201400391,2.78,2.87,47,8
S201400392,2.98,3.18,37,6
S201400393,3.36,3.49,28,3
S201400394,2.97,3.04,36,2
S201400395,3.1,3.33,40,1
S201400396,3.58,3.81,29,3
S201400397,2.42,2.57,44,3
S201400398,2.75,3.04,35,5
S201400399,3.41,3.53,30,4
S201400400,3.33,3.47,46,1
S201400401,2.79,2.97,41,0
S201400402,2.57,2.76,53,3
S201400403,3.44,3.37,24,6
S201400404,2.65,2.92,38,0
S201400405,3.51,3.7,35,5
S201400406,2.7,2.78,44,4
S201400407,2.78,2.78,34,2
S201400408,2.76,2.82,55,1
S201400409,2.8,2.93,48,1
S201400410,2.97,3.17,19,1
S201400411,3.09,3.27,24,0
S201400412,3.72,3.86,25,3
S201400413,3.33,3.37,31,6
S201400414,3.31,3.5,23,5
S201400415,2.53,2.71,43,4
S201400416,2.56,2.87,36,0
S201400417,3.31,3.41,32,1
S201400418,2.52,2.68,53,7
S201400419,3.22,3.36,45,4
S201400420,3.78,3.81,28,1
S201400421,3.02,3.04,49,5
S201400422,2.61,2.7,48,4
S201400423,3.63,3.96,37,3
S201400424,3.23,3.36,33,5
S201400425,3.29,3.42,47,4
S201400426,3.46,3.69,24,3
S201400427,3.0,3.16,30,5
S201400428,3.74,3.93,26,8
S201400429,2.8,2.91,54,3
S201400430,3.86,3.87,7,1
S201400431,3.18,3.35,50,2
S201400432,3.52,3.61,19,1
S201400433,3.21,3.13,34,6
S201400434,3.3,3.51,38,5
S201400435,3.28,3.42,31,2
S201400436,3.68,3.73,16,4
S201400437,3.33,3.51,30,4
S201400438,3.06,3.01,50,5
S201400439,3.57,3.79,46,5
S201400440,3.44,3.48,29,1
S201400441,3.23,3.49,39,2
S201400442,3.09,3.25,36,5
S201400443,3.38,3.57,34,4
S201400444,2.82,3.08,28,1
S201400445,3.98,4.15,31,7
S201400446,3.19,3.45,45,0
S201400447,2.59,2.48,32,0
S201400448,3.61,3.77,29,3
S201400449,3.74,3.95,25,2
S201400450,3.35,3.43,15,4
S201400451,2.61,2.54,69,0
S201400452,3.45,3.67,39,6
S201400453,3.43,3.5,27,4
S201400454,3.18,3.37,44,2
S201400455,3.01,3.14,43,3
S201400456,3.07,3.13,41,1
S201400457,2.98,3.06,21,5
S201400458,2.65,2.78,38,0
S201400459,3.64,3.77,42,0
S201400460,3.08,3.2,35,0
S201400461,2.76,2.79,46,0
S201400462,2.76,2.88,39,0
S201400463,3.07,3.13,36,2
S201400464,3.94,4.17,8,6
S201400465,3.49,3.7,31,0
S201400466,3.51,3.76,27,2
S201400467,3.12,3.02,28,0
S201400468,2.99,3.1,29,5
S201400469,3.25,3.46,39,3
S201400470,3.17,3.37,49,1
S201400471,2.64,2.73,29,6
S201400472,3.33,3.49,47,3
S201400473,3.45,3.61,33,1
S201400474,3.34,3.51,34,5
S201400475,3.53,3.73,26,2
S201400476,3.19,3.38,43,6
S201400477,2.6,2.86,36,8
S201400478,3.04,3.2,35,2
S201400479,4.0,4.11,6,3
S201400480,3.45,3.9,16,0
S201400481,3.02,3.21,26,0
S201400482,3.91,4.01,17,2
S201400483,3.65,3.83,21,8
S201400484,2.52,2.56,50,0
S201400485,3.21,3.34,35,7
S201400486,3.45,3.66,35,7
S201400487,3.57,3.72,19,2
S201400488,3.68,3.88,36,4
S201400489,2.85,2.99,29,2
S201400490,2.25,2.35,47,1
S201400491,2.41,2.61,45,5
S201400492,3.8,3.9,22,1
S201400493,3.38,3.39,26,6
S201400494,3.28,3.69,24,0
S201400495,2.75,2.86,56,6
S201400496,3.25,3.4,27,0
S201400497,3.24,3.37,46,2
S201400498,2.94,3.02,59,2
S201400499,3.16,3.43,29,4
S201400500,3.01,3.09,36,2
S201400501,2.7,2.83,39,1
S201400502,3.07,3.16,29,2
S201400503,2.7,3.05,52,3
S201400504,2.87,3.11,20,5
S201400505,3.05,3.08,46,1
S201400506,2.34,2.55,47,0
S201400507,3.48,3.7,37,5
S201400508,2.54,2.48,42,5
S201400509,3.89,3.99,24,0
S201400510,3.49,3.45,29,0
S201400511,3.43,3.53,29,5
S201400512,3.14,3.22,40,7
S201400513,4.0,4.06,27,3
S201400514,3.33,3.53,27,3
S201400515,2.43,2.56,47,0
S201400516,3.03,3.12,30,3
S201400517,3.17,3.36,51,6
S201400518,3.52,3.84,25,3
S201400519,3.52,3.65,28,7
S201400520,3.33,3.56,25,3
S201400521,3.3,3.45,42,0
S201400522,3.63,3.73,34,1
S201400523,3.86,3.92,22,5
S201400524,3.43,3.62,42,0
S201400525,3.34,3.39,22,4
S201400526,3.71,3.88,20,5
S201400527,3.11,2.99,52,0
S201400528,2.76,2.94,46,1
S201400529,2.73,2.83,43,8
S201400530,3.38,3.49,30,4
S201400531,3.96,4.06,25,7
S201400532,3.01,3.09,29,2
S201400533,3.43,3.62,46,5
S201400534,3.15,3.3,20,3
S201400535,2.64,2.97,37,0
S201400536,3.28,3.51,38,1
S201400537,2.76,2.97,40,3
S201400538,2.43,2.53,53,3
S201400539,3.12,3.37,44,1
S201400540,3.75,3.84,22,3
S201400541,2.6,2.71,41,6
S201400542,4.0,4.23,16,4
S201400543,3.63,3.73,36,5
S201400544,3.17,3.32,33,4
S201400545,2.44,2.67,58,8
S201400546,3.49,3.61,39,2
S201400547,3.06,3.26,43,0
S201400548,2.83,2.81,43,6
S201400549,3.08,3.3,60,2
S201400550,3.19,3.33,31,8
S201400551,3.1,3.11,29,5
S201400552,2.74,2.84,51,5
S201400553,3.34,3.59,33,8
S201400554,3.09,3.29,42,0
S201400555,3.58,3.67,44,5
S201400556,2.78,2.94,44,1
S201400557,3.31,3.49,20,3
S201400558,3.12,3.35,24,1
S201400559,3.64,3.61,37,6
S201400560,3.14,3.25,41,0
S201400561,3.09,3.16,35,1
S201400562,3.73,3.84,14,5
S201400563,2.71,2.78,50,6
S201400564,2.74,2.97,31,6
S201400565,2.97,3.07,24,6
S201400566,2.67,2.78,36,5
S201400567,2.27,2.25,56,0
S201400568,2.63,2.67,36,7
S201400569,3.73,4.05,37,0
S201400570,3.26,3.35,33,1
S201400571,2.67,2.8,62,2
S201400572,3.68,3.85,32,2
S201400573,2.84,3.14,33,3
S201400574,3.43,3.63,24,4
S201400575,2.98,3.02,32,2
S201400576,2.9,3.07,52,0
S201400577,2.6,2.63,53,1
S201400578,2.17,2.22,70,0
S201400579,3.37,3.39,42,0
S201400580,3.37,3.46,19,4
S201400581,3.12,3.3,48,1
S201400582,3.33,3.61,33,6
S201400583,3.44,3.78,35,0
S201400584,3.23,3.3,46,4
S201400585,3.34,3.53,33,1
S201400586,3.07,3.19,34,0
S201400587,4.0,4.03,24,1
S201400588,3.03,3.44,34,3
S201400589,3.91,4.03,2,7
S201400590,2.86,3.01,33,1
S201400591,3.46,3.68,39,1
S201400592,3.74,3.94,21,1
S201400593,3.06,2.99,49,1
S201400594,3.61,3.81,34,5
S201400595,2.9,3.03,39,3
S201400596,2.99,3.06,48,1
S201400597,2.77,2.9,53,5
S201400598,3.24,3.4,44,2
S201400599,3.08,3.16,22,1
S201400600,3.72,3.83,22,4
S201400601,4.0,3.97,20,4
S201400602,3.97,4.1,14,2
S201400603,2.91,3.07,43,0
S201400604,3.48,3.77,44,2
S201400605,2.8,2.91,52,0
S201400606,2.7,2.95,34,0
S201400607,3.03,3.16,47,2
S201400608,2.89,2.99,36,0
S201400609,2.42,2.59,53,3
S201400610,3.03,2.93,41,2
S201400611,3.43,3.54,21,2
S201400612,2.73,2.75,59,0
S201400613,3.18,3.11,32,5
S201400614,2.76,2.96,39,1
S201400615,3.32,3.63,50,0
S201400616,3.61,3.6,21,6
S201400617,3.44,3.61,28,4
S201400618,3.37,3.46,30,3
S201400619,3.74,3.97,28,3
S201400620,3.1,3.29,41,1
S201400621,2.56,2.88,58,0
S201400622,2.75,3.0,36,3
S201400623,2.86,3.17,49,4
S201400624,2.48,2.52,41,3
S201400625,3.54,3.8,22,1
S201400626,3.88,3.94,30,5
S201400627,2.9,3.12,36,1
S201400628,3.17,3.32,29,1
S201400629,3.66,3.8,26,3
S201400630,2.95,3.13,40,5
S201400631,3.64,3.92,34,5
S201400632,3.67,3.69,25,6
S201400633,3.48,3.65,39,4
S201400634,3.0,3.18,38,6
S201400635,2.66,2.81,60,1
S201400636,4.0,4.37,5,0
S201400637,3.6,3.63,54,3
S201400638,3.85,4.22,9,6
S201400639,4.0,3.99,21,3
S201400640,2.85,3.24,39,1
S201400641,3.21,3.2,31,5
S201400642,3.8,3.81,26,3
S201400643,3.72,3.79,32,6
S201400644,3.25,3.2,28,4
S201400645,2.79,2.81,50,3
S201400646,3.72,3.84,20,5
S201400647,3.18,3.33,39,6
S201400648,3.93,4.01,9,3
S201400649,2.64,2.88,45,3
S201400650,2.96,3.3,53,1
S201400651,3.33,3.41,27,6
S201400652,3.01,3.05,33,3
S201400653,3.52,3.89,24,5
S201400654,3.29,3.49,40,1
S201400655,3.83,4.06,37,0
S201400656,3.62,3.82,24,3
S201400657,2.52,2.76,47,6
S201400658,3.25,3.24,38,0
S201400659,3.34,3.45,25,1
S201400660,2.92,3.31,33,1
S201400661,3.58,3.66,24,6
S201400662,3.04,3.09,43,3
S201400663,2.36,2.34,43,2
S201400664,3.4,3.52,43,4
S201400665,4.0,4.0,14,5
S201400666,3.57,3.74,24,2
S201400667,2.86,2.96,39,1
S201400668,3.33,3.5,25,3
S201400669,3.17,3.38,32,1
S201400670,2.85,2.96,44,0
S201400671,1.96,2.1,67,3
S201400672,3.76,3.94,20,2
S201400673,3.81,3.9,17,3
S201400674,3.83,3.91,24,7
S201400675,3.14,3.26,30,0
S201400676,3.85,3.96,33,4
S201400677,3.93,3.9,38,0
S201400678,3.61,3.87,25,0
S201400679,3.65,3.73,35,0
S201400680,3.26,3.34,29,0
S201400681,3.23,3.24,27,7
S201400682,3.03,3.07,27,0
S201400683,2.31,2.53,38,7
S201400684,2.49,2.72,56,5
S201400685,3.11,3.33,37,4
S201400686,3.61,3.92,39,0
S201400687,2.47,2.57,52,5
S201400688,3.85,4.06,16,2
S201400689,3.24,3.33,31,3
S201400690,3.09,3.22,27,4
S201400691,2.95,3.16,44,4
S201400692,2.5,2.67,53,2
S201400693,3.9,3.94,24,7
S201400694,3.72,3.66,10,1
S201400695,3.96,4.24,31,7
S201400696,3.07,3.15,38,0
S201400697,3.7,3.77,32,6
S201400698,3.24,3.44,42,3
S201400699,3.01,3.18,31,2
S201400700,2.98,3.08,46,0
S201400701,2.96,3.29,26,3
S201400702,3.73,3.89,21,1
S201400703,3.78,3.83,26,1
S201400704,4.0,4.17,15,1
S201400705,3.85,3.9,18,5
S201400706,3.07,3.26,42,1
S201400707,3.3,3.28,30,1
S201400708,2.69,2.77,39,0
S201400709,3.09,3.36,34,3
S201400710,3.13,3.2,28,4
S201400711,3.72,3.62,25,0
S201400712,3.01,3.3,36,8
S201400713,2.73,2.75,40,1
S201400714,2.9,3.21,28,2
S201400715,2.96,3.14,27,3
S201400716,2.77,2.92,49,0
S201400717,3.81,4.06,19,3
S201400718,2.67,2.85,40,4
S201400719,2.9,2.96,51,0
S201400720,2.89,3.31,35,5
S201400721,2.71,3.02,31,3
S201400722,3.95,4.16,24,3
S201400723,2.51,2.73,37,8
S201400724,2.65,2.82,47,3
S201400725,3.52,3.7,32,1
S201400726,2.45,2.59,55,4
S201400727,2.9,2.92,56,1
S201400728,3.69,3.79,32,3
S201400729,2.78,3.01,46,5
S201400730,3.81,3.87,20,5
S201400731,3.14,3.4,33,1
S201400732,2.64,2.74,52,4
S201400733,2.86,3.0,33,7
S201400734,3.42,3.51,28,5
S201400735,3.71,3.57,27,6
S201400736,3.06,3.24,50,0
S201400737,3.63,3.85,27,8
S201400738,3.36,3.4,31,4
S201400739,3.29,3.55,32,4
S201400740,2.77,3.04,39,6
S201400741,3.38,3.55,23,6
S201400742,3.37,3.6,28,8
S201400743,3.09,3.35,47,3
S201400744,3.4,3.45,25,5
S201400745,3.12,3.26,36,3
S201400746,3.85,4.0,20,1
S201400747,2.92,3.09,55,0
S201400748,1.85,1.95,73,1
S201400749,3.46,3.55,25,5
S201400750,3.65,3.75,20,2
S201400751,3.46,3.35,49,7
S201400752,3.66,3.59,31,2
S201400753,3.2,3.26,23,3
S201400754,2.68,2.89,39,0
S201400755,2.53,2.67,46,6
S201400756,3.64,3.97,29,1
S201400757,3.33,3.68,27,3
S201400758,3.26,3.47,26,6
S201400759,3.4,3.5,40,2
S201400760,2.47,2.51,45,5
S201400761,2.46,2.65,58,0
S201400762,2.84,2.9,28,4
S201400763,3.25,3.38,32,0
S201400764,3.96,4.13,20,1
S201400765,3.71,3.75,32,3
S201400766,3.93,3.97,29,5
S201400767,2.59,2.9,49,6
S201400768,3.8,4.0,15,0
S201400769,2.6,2.76,57,0
S201400770,3.52,3.5,50,7
S201400771,3.96,4.17,36,1
S201400772,4.0,4.23,25,2
S201400773,2.96,3.13,40,3
S201400774,3.94,4.05,19,5
S201400775,3.23,3.4,40,0
S201400776,2.84,3.13,48,4
S201400777,3.32,3.51,36,6
S201400778,3.16,3.26,28,3
S201400779,3.48,3.56,42,8
S201400780,3.19,3.19,29,2
S201400781,3.22,3.3,20,3
S201400782,3.94,4.04,32,8
S201400783,3.14,3.24,43,2
S201400784,3.54,3.69,29,4
S201400785,3.85,3.94,22,1
S201400786,3.01,3.26,32,6
S201400787,3.35,3.6,36,2
S201400788,3.94,4.0,15,1
S201400789,2.93,3.11,53,0
S201400790,3.31,3.47,26,3
S201400791,3.04,3.05,35,0
S201400792,3.58,3.68,28,0
S201400793,3.94,4.1,11,5
S201400794,2.97,2.89,54,3
S201400795,2.99,3.23,40,4
S201400796,2.68,2.74,40,0
S201400797,2.71,2.88,45,5
S201400798,3.72,3.86,25,2
S201400799,3.0,3.26,43,4
S201400800,2.87,2.98,35,1
S201400801,3.2,3.33,38,5
S201400802,3.92,4.07,25,4
S201400803,3.34,3.31,36,5
S201400804,3.52,3.61,22,2
S201400805,3.77,3.87,24,2
S201400806,2.55,2.75,46,2
S201400807,2.91,3.01,46,4
S201400808,4.0,4.33,21,1
S201400809,2.52,2.79,32,4
S201400810,3.89,4.06,20,3
S201400811,3.45,3.48,17,0
S201400812,3.04,3.16,40,3
S201400813,2.93,3.03,45,3
S201400814,2.8,2.87,33,4
S201400815,2.86,2.95,42,2
S201400816,2.98,3.2,35,7
S201400817,3.54,3.67,28,3
S201400818,3.39,3.55,16,0
S201400819,3.82,4.07,25,7
S201400820,3.39,3.5,31,3
S201400821,4.0,4.11,20,0
S201400822,3.66,3.9,22,2
S201400823,3.35,3.55,22,3
S201400824,2.91,3.13,26,5
S201400825,3.17,3.27,27,0
S201400826,2.79,2.99,48,4
S201400827,3.46,3.59,42,2
S201400828,3.01,3.22,42,4
S201400829,3.1,3.2,50,5
S201400830,3.25,3.57,30,4
S201400831,2.9,3.08,42,6
S201400832,4.0,4.27,13,3
S201400833,3.8,4.05,15,3
S201400834,3.66,3.65,41,2
S201400835,3.87,4.14,10,1
S201400836,3.24,3.37,39,3
S201400837,3.29,3.54,28,6
S201400838,3.57,3.68,24,2
S201400839,3.15,3.14,47,2
S201400840,3.28,3.38,33,4
S201400841,3.2,3.53,35,2
S201400842,3.46,3.45,18,5
S201400843,2.85,2.93,48,7
S201400844,3.04,3.23,43,8
S201400845,2.42,2.64,62,2
S201400846,3.08,3.21,36,5
S201400847,3.32,3.46,20,3
S201400848,3.7,3.97,19,1
S201400849,3.34,3.28,20,6
S201400850,3.02,3.13,50,0
S201400851,2.32,2.6,46,0
S201400852,3.43,3.51,35,1
S201400853,3.32,3.46,35,1
S201400854,3.38,3.56,48,0
S201400855,3.63,3.67,25,0
S201400856,2.57,2.73,53,3
S201400857,2.68,2.67,46,3
S201400858,3.73,3.93,34,3
S201400859,3.14,3.34,16,5
S201400860,3.15,3.35,43,1
S201400861,3.55,3.56,25,2
S201400862,3.68,3.93,25,6
