student_id,cate_hat,cate_se
S201701855,0.069,0.0144
S201701858,0.0564,0.0119
S201701861,0.0207,0.0105
S201701864,0.0461,0.013
S201701867,0.1535,0.013
S201701870,0.0636,0.0149
S201701873,0.0676,0.013
S201701876,0.1143,0.0106
S201701879,0.0621,0.0114
S201701882,0.1322,0.0133
S201701885,0.1398,0.0155
S201701888,0.04,0.0158
S201701891,0.1632,0.0147
S201701894,0.0459,0.0144
S201701897,0.0469,0.0101
S201701900,0.0776,0.0103
S201701903,0.1244,0.0113
S201701906,0.0497,0.0111
S201701909,0.0503,0.0146
S201701912,0.022,0.015
S201701915,0.0444,0.014
S201701918,0.1306,0.0155
S201701921,0.0303,0.0152
S201701924,0.0971,0.0151
S201701927,0.0993,0.0142
S201701930,0.1811,0.0147
S201701933,0.0264,0.0104
S201701936,0.0643,0.0135
S201701939,0.1271,0.0148
S201701942,0.1748,0.0106
S201701945,0.1013,0.0151
S201701948,0.0306,0.0153
S201701951,0.0595,0.0146
S201701954,0.0366,0.0123
S201701957,0.1021,0.0118
S201701960,0.1019,0.013
S201701963,0.0346,0.0101
S201701966,0.0934,0.0111
S201701969,0.1413,0.0115
S201701972,0.0555,0.0152
S201701975,0.1306,0.0139
S201701978,0.043,0.014
S201701981,0.0385,0.0145
S201701984,0.0496,0.0125
S201701987,0.1684,0.0154
S201701990,0.0202,0.013
S201701993,0.0262,0.012
S201701996,0.1403,0.0102
S201701999,0.0324,0.011
S201702002,0.0842,0.0113
S201702005,0.1096,0.0124
S201702008,0.0553,0.0148
S201702011,0.0503,0.0141
S201702014,0.0979,0.0119
S201702017,0.0744,0.0112
S201702020,0.0543,0.0147
S201702023,0.0908,0.011
S201702026,0.0498,0.0158
S201702029,0.0203,0.0109
S201702032,0.1742,0.0132
S201702035,0.0818,0.0136
S201702038,0.0203,0.0101
S201702041,0.0982,0.0136
S201702044,0.1748,0.0113
S201702047,0.1427,0.0116
S201702050,0.1186,0.0105
S201702053,0.0711,0.0157
S201702056,0.1412,0.0115
S201702059,0.04,0.0126
S201702062,0.0689,0.0108
S201702065,0.0601,0.0113
S201702068,0.0244,0.0143
S201702071,0.0888,0.0118
S201702074,0.1125,0.0137
S201702077,0.0684,0.0123
S201702080,0.0676,0.013
S201702083,0.1087,0.0121
S201702086,0.0756,0.0115
S201702089,0.0509,0.0139
S201702092,0.0411,0.0109
S201702095,0.0409,0.0152
S201702098,0.1713,0.0134
S201702101,0.0605,0.0107
S201702104,0.1012,0.0107
S201702107,0.1201,0.0126
S201702110,0.0918,0.0106
S201702113,0.0546,0.0108
S201702116,0.1046,0.0114
S201702119,0.1331,0.0139
S201702122,0.0601,0.0114
S201702125,0.1104,0.0101
S201702128,0.1351,0.0129
S201702131,0.0594,0.0135
S201702134,0.1294,0.0103
S201702137,0.1178,0.0129
S201702140,0.0543,0.0103
S201702143,0.1187,0.0117
S201702146,0.0545,0.0155
S201702149,0.0437,0.0117
S201702152,0.0569,0.0159
S201702155,0.0324,0.0126
S201702158,0.0433,0.0128
S201702161,0.1111,0.0158
S201702164,0.1192,0.0113
S201702167,0.1882,0.0157
S201702170,0.1348,0.0138
S201702173,0.1081,0.0135
S201702176,0.0518,0.0153
S201702179,0.0915,0.0151
S201702182,0.1277,0.0141
S201702185,0.1534,0.0147
S201702188,0.0672,0.0141
S201702191,0.118,0.0116
S201702194,0.1143,0.0151
S201702197,0.0744,0.01
S201702200,0.1268,0.0152
S201702203,0.1212,0.0156
S201702206,0.1208,0.0111
S201702209,0.0738,0.0143
S201702212,0.1735,0.0122
S201702215,0.1379,0.0154
S201702218,0.0482,0.0152
S201702221,0.1082,0.0115
S201702224,0.1385,0.0139
S201702227,0.127,0.0102
S201702230,0.0923,0.0146
S201702233,0.0276,0.0121
S201702236,0.1969,0.0111
S201702239,0.091,0.0121
S201702242,0.1394,0.0112
S201702245,0.045,0.0128
S201702248,0.0744,0.0112
S201702251,0.0215,0.0113
S201702254,0.0974,0.0114
S201702257,0.0759,0.0116
S201702260,0.1741,0.0127
S201702263,0.0926,0.0107
S201702266,0.0537,0.0133
S201702269,0.13,0.0153
S201702272,0.0218,0.0118
S201702275,0.0923,0.0138
S201702278,0.1254,0.0128
S201702281,0.1137,0.0128
S201702284,0.0637,0.0117
S201702287,0.1592,0.0155
S201702290,0.0971,0.0157
S201702293,0.0528,0.0155
S201702296,0.1257,0.0145
S201702299,0.1169,0.0107
S201702302,0.0763,0.0129
S201702305,0.1394,0.0129
S201702308,0.0415,0.016
S201702311,0.1794,0.0143
S201702314,0.0264,0.0158
S201702317,0.1262,0.0154
S201702320,0.0475,0.0139
S201702323,0.0495,0.0109
S201702326,0.0858,0.0154
S201702329,0.1169,0.0157
S201702332,0.061,0.0101
S201702335,0.1473,0.0107
S201702338,0.0572,0.0134
S201702341,0.153,0.0108
S201702344,0.0547,0.0103
S201702347,0.0887,0.0135
S201702350,0.1634,0.0103
S201702353,0.0981,0.0127
S201702356,0.0957,0.012
S201702359,0.0627,0.0129
S201702362,0.0869,0.0136
S201702365,0.1189,0.0138
S201702368,0.0552,0.0125
S201702371,0.1696,0.0122
S201702374,0.044,0.0126
S201702377,0.0876,0.0109
S201702380,0.1037,0.0127
S201702383,0.0945,0.0135
S201702386,0.1131,0.0112
S201702389,0.0442,0.0131
S201702392,0.0883,0.0109
S201702395,0.0419,0.0114
S201702398,0.1309,0.0101
S201702401,0.0535,0.0126
S201702404,0.1233,0.0152
S201702407,0.0723,0.0114
S201702410,0.0369,0.0115
S201702413,0.067,0.0155
S201702416,0.1061,0.0156
S201702419,0.1812,0.0112
S201702422,0.0912,0.0107
S201702425,0.0824,0.0105
S201702428,0.1306,0.011
S201702431,0.108,0.0142
S201702434,0.0451,0.0102
S201702437,0.1244,0.0149
S201702440,0.1197,0.0113
S201702443,0.0436,0.0133
S201702446,0.0964,0.0154
S201702449,0.0336,0.015
S201702452,0.042,0.0139
S201702455,0.0971,0.0132
S201702458,0.0575,0.0145
S201702461,0.0982,0.0135
S201702464,0.1259,0.0106
S201702467,0.1437,0.0107
S201702470,0.1354,0.0148
S201702473,0.0503,0.0123
S201702476,0.0356,0.0115
S201702479,0.0694,0.0155
S201702482,0.0332,0.0135
S201702485,0.0529,0.0159
S201702488,0.0387,0.0127
S201702491,0.0354,0.0139
S201702494,0.126,0.0142
S201702497,0.0381,0.0152
S201702500,0.0948,0.0123
S201702503,0.1008,0.0102
S201702506,0.1087,0.0119
S201702509,0.0547,0.0119
S201702512,0.1287,0.0147
S201702515,0.062,0.0159
S201702518,0.1223,0.0156
S201702521,0.0319,0.0103
S201702524,0.0614,0.0153
S201702527,0.0851,0.0144
S201702530,0.1838,0.0158
S201702533,0.1107,0.0129
S201702536,0.034,0.0123
S201702539,0.0861,0.0122
S201702542,0.1179,0.015
S201702545,0.063,0.0112
S201702548,0.0493,0.014
S201702551,0.1353,0.0147
S201702554,0.0256,0.012
S201702557,0.1099,0.0122
S201702560,0.054,0.0107
S201702563,0.0524,0.0131
S201702566,0.1508,0.0152
S201702569,0.065,0.0153
S201702572,0.0385,0.0132
S201702575,0.0729,0.0128
S201702578,0.1708,0.0144
S201702581,0.0502,0.0122
S201702584,0.1721,0.0132
S201702587,0.0573,0.0145
S201702590,0.1076,0.0156
S201702593,0.1009,0.0107
S201702596,0.1651,0.0142
S201702599,0.1171,0.0149
S201702602,0.0589,0.0157
S201702605,0.0169,0.0141
S201702608,0.0492,0.0141
S201702611,0.0416,0.0121
S201702614,0.1064,0.0148
S201702617,0.1069,0.0133
S201702620,0.0489,0.0151
S201702623,0.1068,0.0101
S201702626,0.0668,0.0127
S201702629,0.0907,0.0104
S201702632,0.0682,0.0103
S201702635,0.064,0.0123
S201702638,0.0819,0.0149
S201702641,0.0696,0.0125
S201702644,0.0929,0.015
S201702647,0.0522,0.0131
S201702650,0.1054,0.0124
S201702653,0.1071,0.0147
S201702656,0.0486,0.0154
S201702659,0.0443,0.0151
S201702662,0.1343,0.011
S201702665,0.0466,0.0159
S201702668,0.1607,0.0127
S201702671,0.053,0.0151
S201702674,0.0844,0.0129
S201702677,0.1223,0.0106
S201702680,0.0546,0.0152
S201702683,0.0962,0.0115
S201702686,0.0547,0.0133
S201702689,0.1121,0.0121
S201702692,0.1378,0.0122
S201702695,0.1904,0.0126
S201702698,0.0454,0.0147
S201702701,0.158,0.0108
S201702704,0.1199,0.0155
S201702707,0.0516,0.0146
S201702710,0.1671,0.0145
S201702713,0.0924,0.0139
S201702716,0.1789,0.0104
S201702719,0.1081,0.0106
S201702722,0.1724,0.0149
S201702725,0.1187,0.0102
S201702728,0.1079,0.0131
S201702731,0.1142,0.0159
S201702734,0.0386,0.0131
S201702737,0.1797,0.0144
S201702740,0.0919,0.0145
S201702743,0.0702,0.0125
S201702746,0.1049,0.0108
S201702749,0.1216,0.015
S201702752,0.1053,0.0109
S201702755,0.1338,0.0118
S201702758,0.0409,0.0122
S201702761,0.1323,0.0156
S201702764,0.0892,0.0118
S201702767,0.008,0.013
S201702770,0.0827,0.0148
S201702773,0.0463,0.0157
S201702776,0.07,0.0151
S201702779,0.0439,0.015
S201702782,0.0651,0.0139
S201702785,0.0477,0.0126
S201702788,0.054,0.0116
S201702791,0.1497,0.0133
S201702794,0.057,0.0151
S201702797,0.1194,0.0137
S201702800,0.175,0.0148
S201702803,0.0235,0.0141
S201702806,0.167,0.0134
S201702809,0.1261,0.0148
S201702812,0.0354,0.0135
S201702815,0.0779,0.0145
S201702818,0.0409,0.0138
S201702821,0.082,0.0125
S201702824,0.0515,0.0126
S201702827,0.09,0.0105
S201702830,0.0686,0.0106
S201702833,0.1335,0.0124
S201702836,0.1005,0.0137
S201702839,0.1033,0.0155
S201702842,0.0907,0.0106
S201702845,0.0967,0.0145
S201702848,0.1548,0.016
S201702851,0.1864,0.0101
S201702854,0.1261,0.0126
S201702857,0.1092,0.014
S201702860,0.117,0.0137
S201702863,0.0593,0.0111
S201702866,0.1368,0.011
S201702869,0.1292,0.012
S201702872,0.0519,0.0151
S201702875,0.0855,0.0105
S201702878,0.1115,0.0127
S201702881,0.0657,0.0109
S201702884,0.0504,0.0124
S201702887,0.0615,0.0147
S201702890,0.0886,0.0155
S201702893,0.0689,0.0139
S201702896,0.0271,0.0122
S201702899,0.1896,0.0134
S201702902,0.1392,0.0116
S201702905,0.0396,0.0139
S201702908,0.1516,0.0146
S201702911,0.0555,0.0111
S201702914,0.1002,0.0158
S201702917,0.1065,0.0153
S201702920,0.1288,0.0159
S201702923,0.1161,0.0148
S201702926,0.1236,0.0131
S201702929,0.1051,0.013
S201702932,0.1511,0.0104
S201702935,0.0592,0.0139
S201702938,0.0283,0.0135
S201702941,0.1859,0.015
S201702944,0.0395,0.0101
S201702947,0.1142,0.016
S201702950,0.126,0.0158
S201702953,0.1022,0.0117
S201702956,0.0539,0.0128
S201702959,0.0391,0.0121
S201702962,0.0401,0.0142
S201702965,0.1262,0.0144
S201702968,0.0798,0.0145
S201702971,0.1571,0.0116
S201702974,0.0422,0.0159
S201702977,0.1213,0.014
S201702980,0.0912,0.0139
S201702983,0.0638,0.0134
S201702986,0.0315,0.0106
S201702989,0.0399,0.0149
S201702992,0.1927,0.0103
S201702995,0.1297,0.0147
S201702998,0.0407,0.0116
S201703001,0.0664,0.0129
S201703004,0.091,0.014
S201703007,0.1264,0.015
S201703010,0.0735,0.0128
S201703013,0.0397,0.0156
S201703016,0.0337,0.0122
S201703019,0.04,0.0124
S201703022,0.0396,0.0149
S201703025,0.1514,0.0131
S201703028,0.101,0.0135
S201703031,0.0456,0.0104
S201703034,0.1336,0.0152
S201703037,0.1109,0.0116
S201703040,0.1374,0.0104
S201703043,0.0556,0.0153
S201703046,0.0784,0.0115
S201703049,0.0352,0.0111
S201703052,0.1146,0.0145
S201703055,0.1069,0.0157
S201703058,0.0648,0.012
S201800001,0.0419,0.012
S201800004,0.0834,0.0114
S201800007,0.085,0.011
S201800010,0.0569,0.0148
S201800013,0.1683,0.0134
S201800016,0.1224,0.014
S201800019,0.1295,0.0122
S201800022,0.0841,0.0115
S201800025,0.0521,0.0118
S201800028,0.0431,0.0112
S201800031,0.1436,0.0122
S201800034,0.0953,0.0122
S201800037,0.0239,0.0144
S201800040,0.1048,0.0126
S201800043,0.0739,0.015
S201800046,0.0304,0.0123
S201800049,0.063,0.0159
S201800052,0.1027,0.0107
S201800055,0.1153,0.0103
S201800058,0.0556,0.0144
S201800061,0.1051,0.0138
S201800064,0.0437,0.0139
S201800067,0.0606,0.0137
S201800070,0.1092,0.013
S201800073,0.0531,0.0128
S201800076,0.133,0.0152
S201800079,0.1447,0.0112
S201800082,0.0668,0.0121
S201800085,0.0931,0.0112
S201800088,0.1195,0.0127
S201800091,0.1097,0.013
S201800094,0.0801,0.0108
S201800097,0.0407,0.0159
S201800100,0.0929,0.013
S201800103,0.0659,0.0135
S201800106,0.11,0.0159
S201800109,0.1401,0.0154
S201800112,0.0372,0.0157
S201800115,0.0879,0.0137
S201800118,0.0689,0.0125
S201800121,0.0255,0.0105
S201800124,0.0643,0.013
S201800127,0.1634,0.0111
S201800130,0.0578,0.0134
S201800133,0.0313,0.0102
S201800136,0.0451,0.0149
S201800139,0.0906,0.0146
S201800142,0.0262,0.0154
S201800145,0.1058,0.0124
S201800148,0.1129,0.012
S201800151,0.1646,0.0126
S201800154,0.1033,0.0128
S201800157,0.0618,0.0121
S201800160,0.1426,0.0132
S201800163,0.0356,0.0131
S201800166,0.0605,0.0145
S201800169,0.1315,0.0125
S201800172,0.1772,0.0107
S201800175,0.0383,0.0107
S201800178,0.1345,0.0105
S201800181,0.1444,0.0109
S201800184,0.1241,0.0124
S201800187,0.074,0.014
S201800190,0.1287,0.0157
S201800193,0.0508,0.0119
S201800196,0.0661,0.0138
S201800199,0.1037,0.0101
S201800202,0.0581,0.0157
S201800205,0.1125,0.012
S201800208,0.1295,0.0104
S201800211,0.1407,0.0155
S201800214,0.1188,0.01
S201800217,0.1238,0.0125
S201800220,0.1761,0.014
S201800223,0.0799,0.0121
S201800226,0.1597,0.0144
S201800229,0.0341,0.0111
S201800232,0.0441,0.0138
S201800235,0.107,0.0148
S201800238,0.1244,0.0155
S201800241,0.0467,0.0139
S201800244,0.0325,0.0159
S201800247,0.0748,0.0153
S201800250,0.1753,0.0138
S201800253,0.1387,0.0153
S201800256,0.0226,0.0159
S201800259,0.0896,0.0135
S201800262,0.0523,0.0141
S201800265,0.0351,0.015
S201800268,0.145,0.011
S201800271,0.1749,0.0138
S201800274,0.0434,0.014
S201800277,0.1147,0.013
S201800280,0.0918,0.0147
S201800283,0.1115,0.015
S201800286,0.0658,0.0152
S201800289,0.0607,0.0129
S201800292,0.1115,0.0113
S201800295,0.1274,0.0127
S201800298,0.1522,0.0108
S201800301,0.0575,0.0159
S201800304,0.0506,0.0128
S201800307,0.1158,0.0105
S201800310,0.049,0.0153
S201800313,0.0516,0.0117
S201800316,0.027,0.0144
S201800319,0.0564,0.015
S201800322,0.0825,0.0151
S201800325,0.0477,0.0154
S201800328,0.0676,0.0144
S201800331,0.1224,0.0151
S201800334,0.0673,0.0153
S201800337,0.1127,0.0131
S201800340,0.0306,0.0137
S201800343,0.0492,0.0105
S201800346,0.1141,0.0121
S201800349,0.1146,0.0152
S201800352,0.0634,0.0109
S201800355,0.1317,0.0144
S201800358,0.1199,0.0142
S201800361,0.0632,0.0102
S201800364,0.0522,0.011
S201800367,0.1433,0.0127
S201800370,0.0544,0.0155
S201800373,0.1419,0.0111
S201800376,0.0764,0.0138
S201800379,0.1211,0.0127
S201800382,0.0594,0.012
S201800385,0.0557,0.0117
S201800388,0.092,0.012
S201800391,0.1386,0.0139
S201800394,0.0875,0.0112
S201800397,0.1112,0.0104
S201800400,0.0428,0.0105
S201800403,0.1678,0.0143
S201800406,0.0527,0.0107
S201800409,0.0757,0.0139
S201800412,0.131,0.0119
S201800415,0.0345,0.0138
S201800418,0.0349,0.0144
S201800421,0.0818,0.0116
S201800424,0.0755,0.0151
S201800427,0.0515,0.0143
S201800430,0.1398,0.016
S201800433,0.1302,0.0124
S201800436,0.0844,0.011
S201800439,0.1228,0.0116
S201800442,0.0286,0.0119
S201800445,0.0807,0.0122
S201800448,0.0531,0.0126
S201800451,0.0648,0.0112
S201800454,0.0452,0.0107
S201800457,0.0386,0.0155
S201800460,0.0881,0.01
S201800463,0.1555,0.0148
S201800466,0.0176,0.0138
S201800469,0.1063,0.0118
S201800472,0.054,0.0111
S201800475,0.0434,0.0157
S201800478,0.0282,0.0136
S201800481,0.0604,0.0151
S201800484,0.1102,0.0102
S201800487,0.096,0.0145
S201800490,0.0931,0.0101
S201800493,0.0988,0.0109
S201800496,0.057,0.0147
S201800499,0.2086,0.0118
S201800502,0.0733,0.0138
S201800505,0.0594,0.0111
S201800508,0.1313,0.0134
S201800511,0.1265,0.0132
S201800514,0.081,0.0159
S201800517,0.0564,0.013
S201800520,0.0938,0.0139
S201800523,0.0717,0.0159
S201800526,0.1336,0.0114
S201800529,0.0744,0.0155
S201800532,0.0781,0.0135
S201800535,0.073,0.0157
S201800538,0.0247,0.0109
S201800541,0.0386,0.016
S201800544,0.1444,0.0136
S201800547,0.0874,0.0109
S201800550,0.0419,0.0109
S201800553,0.0919,0.0131
S201800556,0.1116,0.0133
S201800559,0.038,0.0119
S201800562,0.1476,0.014
S201800565,0.047,0.0156
S201800568,0.0384,0.0151
S201800571,0.1652,0.0139
S201800574,0.0707,0.0149
S201800577,0.0373,0.011
S201800580,0.0256,0.0123
S201800583,0.1776,0.0128
S201800586,0.0955,0.0135
S201800589,0.043,0.013
S201800592,0.0508,0.0135
S201800595,0.0375,0.0105
S201800598,0.0992,0.011
S201800601,0.0627,0.0117
S201800604,0.1391,0.0125
S201800607,0.1194,0.0115
S201800610,0.1159,0.0115
S201800613,0.1184,0.0118
S201800616,0.0643,0.0159
S201800619,0.0768,0.0152
S201800622,0.1383,0.0129
S201800625,0.1058,0.0105
S201800628,0.0371,0.0124
S201800631,0.0772,0.0157
S201800634,0.0519,0.0113
S201800637,0.1797,0.0144
S201800640,0.086,0.0156
S201800643,0.0948,0.0159
S201800646,0.1191,0.0137
S201800649,0.1087,0.0116
S201800652,0.1352,0.0113
S201800655,0.0326,0.012
S201800658,0.1193,0.0153
S201800661,0.0394,0.0157
S201800664,0.0228,0.0139
S201800667,0.0435,0.0131
S201800670,0.141,0.0149
S201800673,0.0434,0.0132
S201800676,0.1182,0.011
S201800679,0.0331,0.0132
S201800682,0.1895,0.0133
S201800685,0.0514,0.0107
S201800688,0.151,0.0111
S201800691,0.0481,0.0128
S201800694,0.0969,0.0124
S201800697,0.0286,0.0103
S201800700,0.0127,0.0143
S201800703,0.0904,0.0105
S201800706,0.1146,0.0133
S201800709,0.1793,0.0114
S201800712,0.1205,0.0145
S201800715,0.0415,0.0121
S201800718,0.0538,0.012
S201800721,0.0425,0.0152
S201800724,0.1539,0.0155
S201800727,0.0961,0.0129
S201800730,0.036,0.0105
S201800733,0.1606,0.0115
S201800736,0.1234,0.013
S201800739,0.0322,0.0122
S201800742,0.1273,0.0115
S201800745,0.0764,0.0105
S201800748,0.1025,0.0121
S201800751,0.0291,0.0134
S201800754,0.0595,0.0114
S201800757,0.1813,0.0128
S201800760,0.0372,0.0106
S201800763,0.0449,0.0134
S201800766,0.0676,0.0114
S201800769,0.0705,0.0141
S201800772,0.0451,0.0148
S201800775,0.1177,0.0151
S201800778,0.0528,0.0107
S201800781,0.0587,0.0154
S201800784,0.02,0.0139
S201800787,0.0564,0.0109
S201800790,0.0292,0.0112
S201800793,0.1434,0.0134
S201800796,0.1242,0.0118
S201800799,0.1294,0.0122
S201800802,0.0498,0.0135
S201800805,0.0608,0.0141
S201800808,0.1663,0.0117
S201800811,0.1245,0.0146
S201800814,0.1552,0.0122
S201800817,0.0183,0.0103
S201800820,0.0481,0.0118
S201800823,0.0523,0.0136
S201800826,0.1449,0.0105
S201800829,0.1143,0.0143
S201800832,0.0687,0.013
S201800835,0.0678,0.0105
S201800838,0.0628,0.0144
S201800841,0.1104,0.0125
S201800844,0.0802,0.0147
S201800847,0.0734,0.0156
S201800850,0.0584,0.0124
S201800853,0.153,0.0123
S201800856,0.0805,0.0113
S201800859,0.1068,0.0136
S201800862,0.1175,0.0152
S201800865,0.0624,0.0156
S201800868,0.0611,0.0135
S201800871,0.1199,0.0112
S201800874,0.1241,0.0154
S201800877,0.1314,0.0146
S201800880,0.0522,0.0112
S201800883,0.1186,0.0125
S201800886,0.1477,0.0104
S201800889,0.0466,0.0139
S201800892,0.0412,0.0112
S201800895,0.0299,0.014
S201800898,0.0489,0.0101
S201800901,0.1275,0.0141
S201800904,0.0837,0.0125
S201800907,0.0223,0.0129
S201800910,0.0535,0.0117
S201800913,0.0538,0.0146
S201800916,0.0984,0.0118
S201800919,0.0574,0.0145
S201800922,0.1738,0.0111
S201800925,0.1049,0.014
S201800928,0.0398,0.0141
S201800931,0.1047,0.0154
S201800934,0.18,0.0116
S201800937,0.1296,0.0125
S201800940,0.066,0.015
S201800943,0.0865,0.0122
S201800946,0.0692,0.012
S201800949,0.0454,0.0101
S201800952,0.0668,0.0142
S201800955,0.0364,0.012
S201800958,0.1282,0.0111
S201800961,0.1282,0.0109
S201800964,0.0681,0.0156
S201800967,0.0981,0.0121
S201800970,0.0416,0.0108
S201800973,0.0715,0.0104
S201800976,0.0933,0.0135
S201800979,0.103,0.0157
S201800982,0.0273,0.0131
S201800985,0.098,0.0102
S201800988,0.0615,0.0132
S201800991,0.0324,0.0141
S201800994,0.1454,0.0104
S201800997,0.0496,0.0152
S201801000,0.0897,0.0122
S201801003,0.0958,0.0103
S201801006,0.0962,0.0139
S201801009,0.1048,0.0114
S201801012,0.0971,0.0149
S201801015,0.0526,0.0115
S201801018,0.0697,0.0125
S201801021,0.0251,0.0132
S201801024,0.1626,0.014
S201801027,0.129,0.0126
S201801030,0.1808,0.015
S201801033,0.0562,0.0116
S201801036,0.0814,0.0149
S201801039,0.1496,0.0127
S201801042,0.1606,0.0157
S201801045,0.0848,0.0111
S201801048,0.1043,0.0127
S201801051,0.1168,0.0157
S201801054,0.1031,0.0101
S201801057,0.1205,0.0149
S201801060,0.0304,0.0116
S201801063,0.037,0.0109
S201801066,0.0522,0.011
S201801069,0.0513,0.0128
S201801072,0.1858,0.0159
S201801075,0.0985,0.0132
S201801078,0.127,0.0117
S201801081,0.1227,0.0158
S201801084,0.1026,0.0139
S201801087,0.0923,0.0157
S201801090,0.0739,0.0111
S201801093,0.0705,0.0131
S201801096,0.1084,0.0154
S201801099,0.1305,0.0143
S201801102,0.0534,0.014
S201801105,0.0655,0.0155
S201801108,0.1618,0.0119
S201801111,0.0532,0.0155
S201801114,0.1623,0.0129
S201801117,0.0599,0.0132
S201801120,0.1126,0.0122
S201801123,0.0905,0.0143
S201801126,0.1198,0.0111
S201801129,0.0498,0.0118
S201801132,0.0171,0.0108
S201801135,0.0385,0.0111
S201801138,0.095,0.0106
S201801141,0.166,0.0157
S201801144,0.0513,0.0154
S201801147,0.1441,0.0147
S201801150,0.0945,0.0157
S201801153,0.0482,0.0142
S201801156,0.0864,0.0145
S201801159,0.0557,0.0139
S201801162,0.0715,0.0115
S201801165,0.0931,0.0114
S201801168,0.1749,0.0124
S201801171,0.0647,0.0115
S201801174,0.0444,0.0104
S201801177,0.0719,0.0105
S201801180,0.1287,0.0121
S201801183,0.0427,0.0115
S201801186,0.0997,0.0138
S201801189,0.1296,0.0118
S201801192,0.0421,0.0142
S201801195,0.1191,0.0108
S201801198,0.0475,0.0121
S201801201,0.119,0.012
S201801204,0.0389,0.0103
S201801207,0.1016,0.0137
S201801210,0.0144,0.0134
S201801213,0.0348,0.0153
S201801216,0.1411,0.0107
S201801219,0.1459,0.0129
S201801222,0.121,0.0122
S201801225,0.0834,0.0136
S201801228,0.0528,0.0102
S201801231,0.0559,0.0117
S201801234,0.0796,0.0108
S201801237,0.0396,0.0144
S201801240,0.045,0.0146
S201801243,0.0231,0.011
S201801246,0.0304,0.0133
S201801249,0.0925,0.0124
S201801252,0.0581,0.0124
S201801255,0.131,0.0136
S201801258,0.0564,0.0147
S201801261,0.0403,0.01
S201801264,0.106,0.0111
S201801267,0.053,0.0146
S201801270,0.1114,0.0152
S201801273,0.1611,0.0126
S201801276,0.1349,0.015
S201801279,0.0607,0.0117
S201801282,0.1811,0.0112
S201801285,0.1545,0.0113
S201801288,0.0925,0.0143
S201801291,0.1092,0.0134
S201801294,0.0541,0.0131
S201801297,0.1069,0.0139
S201801300,0.0531,0.0154
S201801303,0.1159,0.0102
S201801306,0.0505,0.0127
S201801309,0.1317,0.0119
S201801312,0.1116,0.0142
S201801315,0.1,0.0101
S201801318,0.1063,0.0112
S201801321,0.0897,0.0128
S201801324,0.1382,0.0134
S201801327,0.0578,0.0128
S201801330,0.0346,0.0112
S201801333,0.1626,0.0151
S201801336,0.1345,0.0107
S201801339,0.1371,0.0143
S201801342,0.1254,0.0123
S201801345,0.0453,0.0154
S201801348,0.0323,0.0115
S201801351,0.0462,0.0129
S201801354,0.0311,0.0108
S201801357,0.0923,0.0141
S201801360,0.1217,0.0111
S201801363,0.0581,0.0105
S201801366,0.0362,0.0134
S201801369,0.116,0.0141
S201801372,0.0359,0.0138
S201801375,0.1053,0.0134
S201801378,0.1169,0.0137
S201801381,0.0618,0.012
S201801384,0.0663,0.0134
S201801387,0.1458,0.0152
S201801390,0.1103,0.0115
S201801393,0.0616,0.0155
S201801396,0.0417,0.0119
S201801399,0.1315,0.0151
S201801402,0.1129,0.0131
S201801405,0.116,0.0156
S201801408,0.0537,0.0106
S201801411,0.072,0.0155
S201801414,0.0352,0.0105
S201801417,0.1414,0.015
S201801420,0.0793,0.0128
S201801423,0.1104,0.0124
S201801426,0.1001,0.0126
S201801429,0.1674,0.0132
S201801432,0.0483,0.0158
S201801435,0.0402,0.0134
S201801438,0.0449,0.0103
S201801441,0.1042,0.0122
S201801444,0.0498,0.0156
S201801447,0.1839,0.011
S201801450,0.141,0.0132
S201801453,0.1635,0.0144
S201801456,0.0305,0.0112
S201801459,0.0389,0.0126
S201801462,0.0363,0.0155
S201801465,0.1307,0.0137
S201801468,0.1102,0.0139
S201801471,0.1703,0.0136
S201801474,0.0463,0.0156
S201801477,0.0626,0.0147
S201801480,0.1411,0.0133
S201801483,0.0979,0.0159
S201801486,0.026,0.0115
S201801489,0.0649,0.0104
S201801492,0.0605,0.0159
S201801495,0.0551,0.0144
S201801498,0.0501,0.016
S201801501,0.0465,0.015
S201801504,0.1101,0.0148
S201801507,0.036,0.0139
S201801510,0.131,0.0136
S201801513,0.1206,0.0149
S201801516,0.0909,0.0127
S201801519,0.0229,0.0107
S201801522,0.061,0.0124
S201801525,0.0379,0.0131
S201801528,0.0566,0.0112
S201801531,0.0977,0.0116
S201801534,0.0479,0.0106
S201801537,0.0713,0.0109
S201801540,0.1053,0.0149
S201801543,0.1039,0.0139
S201801546,0.0544,0.0158
S201801549,0.0901,0.0111
S201801552,0.0356,0.0141
S201801555,0.0631,0.0111
S201801558,0.0301,0.0104
S201801561,0.053,0.012
S201801564,0.0554,0.0124
S201801567,0.1308,0.0101
S201801570,0.1405,0.0116
S201801573,0.1579,0.0147
S201801576,0.1431,0.0116
S201801579,0.0349,0.0107
S201801582,0.1581,0.0103
S201801585,0.1112,0.0124
S201801588,0.0864,0.0137
S201801591,0.0406,0.0145
S201801594,0.0567,0.0107
S201801597,0.097,0.0148
S201801600,0.1063,0.0142
S201801603,0.0579,0.0114
S201801606,0.1318,0.0152
S201801609,0.0839,0.0133
S201801612,0.0122,0.0111
S201801615,0.0572,0.0141
S201801618,0.1363,0.014
S201801621,0.0363,0.0106
S201801624,0.0634,0.0102
